ID Major Occupation Group,Major Occupation Group,ID Minor Occupation Group,Minor Occupation Group,ID Broad Occupation,Broad Occupation,ID Detailed Occupation,Detailed Occupation,ID Year,Year,ID Workforce Status,Workforce Status,Total Population,Total Population MOE Appx,Average Wage,Average Wage Appx MOE,Record Count,Slug Detailed Occupation,PUMS Degree Field,ID PUMS Degree Field,Slug PUMS Degree Field
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",130000,Business & financial operations occupations,132082,Tax preparers,2017,2017,TRUE,TRUE,466,529.9892149,55673.98283,60290.68822,7,tax-preparers,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",150000,Computer & mathematical occupations,151111,Computer & information research scientists,2017,2017,TRUE,TRUE,563,582.5431884,139662.6217,43948.59039,5,computer-information-research-scientists,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,410000,Sales & related occupations,410000,Sales & related occupations,419091,"Doortodoor sales workers, news & street vendors, & related workers",2017,2017,TRUE,TRUE,1197,849.4152899,11194.12364,6046.246162,8,doortodoor-sales-workers-news-street-vendors-related-workers,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,410000,Sales & related occupations,410000,Sales & related occupations,419031,Sales engineers,2017,2017,TRUE,TRUE,511,554.989105,102616.8845,42385.63232,6,sales-engineers,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",150000,Computer & mathematical occupations,151121,Computer systems analysts,2017,2017,TRUE,TRUE,6875,2035.640127,71925.76465,11113.50149,68,computer-systems-analysts,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,410000,Sales & related occupations,410000,Sales & related occupations,419020,Real estate brokers & sales agents,2017,2017,TRUE,TRUE,12240,2716.110746,61299.16863,17913.06931,109,real-estate-brokers-sales-agents,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,410000,Sales & related occupations,410000,Sales & related occupations,419010,"Models, demonstrators, & product promoters",2017,2017,TRUE,TRUE,1096,812.7901363,22081.65511,18238.87978,12,models-demonstrators-product-promoters,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",150000,Computer & mathematical occupations,151122,Information security analysts,2017,2017,TRUE,TRUE,1276,876.9972268,79407.65517,28009.40902,9,information-security-analysts,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,410000,Sales & related occupations,410000,Sales & related occupations,414010,"Sales representatives, wholesale & manufacturing",2017,2017,TRUE,TRUE,16991,3200.068318,67578.92249,11130.27301,169,sales-representatives-wholesale-manufacturing,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,410000,Sales & related occupations,410000,Sales & related occupations,413099,"Sales representatives, services, all other",2017,2017,TRUE,TRUE,10062,2462.64677,72149.97575,14391.83741,107,sales-representatives-services-all-other,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",150000,Computer & mathematical occupations,151131,Computer programmers,2017,2017,TRUE,TRUE,6472,1975.079125,83052.39061,17662.04387,69,computer-programmers,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,410000,Sales & related occupations,410000,Sales & related occupations,413041,Travel agents,2017,2017,TRUE,TRUE,1353,903.0705256,32696.98152,12785.41927,9,travel-agents,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,410000,Sales & related occupations,410000,Sales & related occupations,413031,"Securities, commodities, & financial services sales agents",2017,2017,TRUE,TRUE,4224,1595.623794,162685.6364,67737.99984,34,securities-commodities-financial-services-sales-agents,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",150000,Computer & mathematical occupations,151134,Web developers,2017,2017,TRUE,TRUE,17279,3227.072029,67971.37797,8847.387893,167,web-developers,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,410000,Sales & related occupations,410000,Sales & related occupations,413021,Insurance sales agents,2017,2017,TRUE,TRUE,4223,1595.434913,62093.03718,25671.29422,34,insurance-sales-agents,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,410000,Sales & related occupations,410000,Sales & related occupations,413011,Advertising sales agents,2017,2017,TRUE,TRUE,6710,2011.065217,66309.5845,17636.24771,61,advertising-sales-agents,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",150000,Computer & mathematical occupations,15113X,"Software developers, applications & systems software",2017,2017,TRUE,TRUE,21194,3573.963113,96889.71294,10134.88525,205,software-developers-applications-systems-software,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,410000,Sales & related occupations,410000,Sales & related occupations,412031,Retail salespersons,2017,2017,TRUE,TRUE,51424,5566.498275,32980.04729,4730.483939,472,retail-salespersons,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,410000,Sales & related occupations,410000,Sales & related occupations,412021,Counter & rental clerks,2017,2017,TRUE,TRUE,633,617.6972717,20627.93523,5858.202475,5,counter-rental-clerks,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",150000,Computer & mathematical occupations,151141,Database administrators,2017,2017,TRUE,TRUE,2181,1146.566861,42519.50115,15984.00749,15,database-administrators,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,410000,Sales & related occupations,410000,Sales & related occupations,412010,Cashiers,2017,2017,TRUE,TRUE,14536,2959.891875,20332.07045,5345.026987,151,cashiers,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,410000,Sales & related occupations,410000,Sales & related occupations,411012,Firstline supervisors of nonretail sales workers,2017,2017,TRUE,TRUE,12899,2788.263525,100735.2855,24020.36345,137,firstline-supervisors-of-nonretail-sales-workers,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",150000,Computer & mathematical occupations,151142,Network & computer systems administrators,2017,2017,TRUE,TRUE,2823,1304.445827,72135.06199,12742.07895,29,network-computer-systems-administrators,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,410000,Sales & related occupations,410000,Sales & related occupations,411011,Firstline supervisors of retail sales workers,2017,2017,TRUE,TRUE,43118,5097.305571,56964.39352,6788.979376,411,firstline-supervisors-of-retail-sales-workers,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,390000,Personal Care & Service Occupations,390000,Personal Care & Service Occupations,399099,"Personal care & service workers, all other ",2017,2017,TRUE,TRUE,3419,1435.553172,24076.67973,11262.83039,36,personal-care-service-workers-all-other-,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",150000,Computer & mathematical occupations,151143,Computer network architects,2017,2017,TRUE,TRUE,1547,965.645323,101194.0633,35090.80798,13,computer-network-architects,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,390000,Personal Care & Service Occupations,390000,Personal Care & Service Occupations,399041,Residential advisors,2017,2017,TRUE,TRUE,514,556.6158417,29450.58366,27505.10022,6,residential-advisors,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,390000,Personal Care & Service Occupations,390000,Personal Care & Service Occupations,399030,Recreation & fitness workers,2017,2017,TRUE,TRUE,12089,2699.306346,26531.40144,4577.043045,113,recreation-fitness-workers,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",150000,Computer & mathematical occupations,151150,Computer support specialists,2017,2017,TRUE,TRUE,9269,2363.619551,53628.92049,8761.990474,84,computer-support-specialists,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,390000,Personal Care & Service Occupations,390000,Personal Care & Service Occupations,399021,Personal care aides,2017,2017,TRUE,TRUE,8100,2209.557769,26493.96741,7555.510532,83,personal-care-aides,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,390000,Personal Care & Service Occupations,390000,Personal Care & Service Occupations,399011,Childcare workers,2017,2017,TRUE,TRUE,6670,2005.062296,17199.74213,3687.259874,71,childcare-workers,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",150000,Computer & mathematical occupations,151199,Other Computer Occupations,2017,2017,TRUE,TRUE,11037,2579.194267,89295.51726,19411.89459,98,other-computer-occupations,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,390000,Personal Care & Service Occupations,390000,Personal Care & Service Occupations,397010,Tour & travel guides,2017,2017,TRUE,TRUE,1186,845.5034026,25462.94941,11674.59812,12,tour-travel-guides,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,390000,Personal Care & Service Occupations,390000,Personal Care & Service Occupations,396010,"Baggage porters, bellhops, & concierges",2017,2017,TRUE,TRUE,1427,927.43749,25509.17169,9601.1669,13,baggage-porters-bellhops-concierges,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",150000,Computer & mathematical occupations,152031,Operations research analysts,2017,2017,TRUE,TRUE,2221,1157.033073,81434.1792,11646.01288,21,operations-research-analysts,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,390000,Personal Care & Service Occupations,390000,Personal Care & Service Occupations,395090,Miscellaneous personal appearance workers,2017,2017,TRUE,TRUE,1240,864.5373855,49787.6,29085.97515,13,miscellaneous-personal-appearance-workers,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",150000,Computer & mathematical occupations,1520XX,"Miscellaneous mathematical science occupations, including mathematicians & statisticians",2017,2017,TRUE,TRUE,587,594.830113,90059.55707,31883.81642,6,miscellaneous-mathematical-science-occupations-including-mathematicians-statisticians,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,390000,Personal Care & Service Occupations,390000,Personal Care & Service Occupations,395012,"Hairdressers, hairstylists, & cosmetologists",2017,2017,TRUE,TRUE,3613,1475.718182,26314.36701,7743.189355,28,hairdressers-hairstylists-cosmetologists,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,390000,Personal Care & Service Occupations,390000,Personal Care & Service Occupations,393090,Miscellaneous entertainment attendants & related workers,2017,2017,TRUE,TRUE,5124,1757.404713,36408.7619,9058.356842,51,miscellaneous-entertainment-attendants-related-workers,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",170000,Architecture & engineering occupations,171010,"Architects, except naval",2017,2017,TRUE,TRUE,10111,2468.635386,70680.68599,13184.01314,89,architects-except-naval,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,390000,Personal Care & Service Occupations,390000,Personal Care & Service Occupations,393031,"Ushers, lobby attendants, & ticket takers",2017,2017,TRUE,TRUE,772,682.1537548,24079.26425,17664.61551,9,ushers-lobby-attendants-ticket-takers,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,390000,Personal Care & Service Occupations,390000,Personal Care & Service Occupations,393010,Gaming services workers,2017,2017,TRUE,TRUE,677,638.8046926,35172.64697,18416.17393,7,gaming-services-workers,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",170000,Architecture & engineering occupations,171020,"Surveyors, cartographers, & photogrammetrists",2017,2017,TRUE,TRUE,721,659.2366308,56195.60055,38428.53855,8,surveyors-cartographers-photogrammetrists,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,390000,Personal Care & Service Occupations,390000,Personal Care & Service Occupations,392021,Nonfarm animal caretakers,2017,2017,TRUE,TRUE,4066,1565.497825,24420.46237,5977.808899,26,nonfarm-animal-caretakers,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,390000,Personal Care & Service Occupations,390000,Personal Care & Service Occupations,392011,Animal trainers,2017,2017,TRUE,TRUE,583,592.7999782,40508.26415,29716.81218,7,animal-trainers,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",170000,Architecture & engineering occupations,172011,Aerospace engineers,2017,2017,TRUE,TRUE,592,597.3580791,91340.08784,19852.50065,5,aerospace-engineers,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,390000,Personal Care & Service Occupations,390000,Personal Care & Service Occupations,391021,Firstline supervisors of personal service workers,2017,2017,TRUE,TRUE,2344,1188.639386,53323.65188,21475.05598,23,firstline-supervisors-of-personal-service-workers,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,370000,Building & Grounds Cleaning & Maintenance Occupations,370000,Building & Grounds Cleaning & Maintenance Occupations,373010,Grounds maintenance workers,2017,2017,TRUE,TRUE,2539,1237.093077,19080.76566,4468.928564,27,grounds-maintenance-workers,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",170000,Architecture & engineering occupations,172051,Civil engineers,2017,2017,TRUE,TRUE,2686,1272.400451,80461.43261,18044.80434,26,civil-engineers,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,370000,Building & Grounds Cleaning & Maintenance Occupations,370000,Building & Grounds Cleaning & Maintenance Occupations,37201X,Janitors & building cleaners,2017,2017,TRUE,TRUE,4767,1695.080496,28637.7747,6798.529316,55,janitors-building-cleaners,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,370000,Building & Grounds Cleaning & Maintenance Occupations,370000,Building & Grounds Cleaning & Maintenance Occupations,372012,Maids & housekeeping cleaners,2017,2017,TRUE,TRUE,2570,1244.622198,23517.81634,29016.12553,23,maids-housekeeping-cleaners,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",170000,Architecture & engineering occupations,172061,Computer hardware engineers,2017,2017,TRUE,TRUE,949,756.321541,107247.8314,66734.61282,10,computer-hardware-engineers,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,370000,Building & Grounds Cleaning & Maintenance Occupations,370000,Building & Grounds Cleaning & Maintenance Occupations,371012,"Firstline supervisors of landscaping, lawn service, & groundskeeping workers",2017,2017,TRUE,TRUE,442,516.1610671,27081.10633,13737.99943,6,firstline-supervisors-of-landscaping-lawn-service-groundskeeping-workers,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,370000,Building & Grounds Cleaning & Maintenance Occupations,370000,Building & Grounds Cleaning & Maintenance Occupations,371011,Firstline supervisors of housekeeping & janitorial workers,2017,2017,TRUE,TRUE,830,707.3145382,35573.14217,13503.34802,7,firstline-supervisors-of-housekeeping-janitorial-workers,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",170000,Architecture & engineering occupations,172070,Electrical & electronics engineers,2017,2017,TRUE,TRUE,1879,1064.229729,76882.11176,13412.46127,12,electrical-electronics-engineers,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,350000,Food Preparation & Serving Related Occupations,350000,Food Preparation & Serving Related Occupations,3590XX,"Miscellaneous food preparation & serving related workers, including dining room & cafeteria attendants & bartender helpers",2017,2017,TRUE,TRUE,1014,781.7938425,21358.92308,16923.13751,11,miscellaneous-food-preparation-serving-related-workers-including-dining-room-cafeteria-attendants-bartender-helpers,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,350000,Food Preparation & Serving Related Occupations,350000,Food Preparation & Serving Related Occupations,359031,"Hosts & hostesses, restaurant, lounge, & coffee shop",2017,2017,TRUE,TRUE,2991,1342.6987,16860.79037,6005.942452,25,hosts-hostesses-restaurant-lounge-coffee-shop,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",170000,Architecture & engineering occupations,172110,"Industrial engineers, including health & safety",2017,2017,TRUE,TRUE,1955,1085.538587,68554.9913,12370.94493,19,industrial-engineers-including-health-safety,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,350000,Food Preparation & Serving Related Occupations,350000,Food Preparation & Serving Related Occupations,359021,Dishwashers,2017,2017,TRUE,TRUE,606,604.380133,8966.376238,5797.644949,6,dishwashers,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,350000,Food Preparation & Serving Related Occupations,350000,Food Preparation & Serving Related Occupations,353041,"Food servers, nonrestaurant",2017,2017,TRUE,TRUE,907,739.3959525,25400.80044,10233.74931,8,food-servers-nonrestaurant,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",170000,Architecture & engineering occupations,172141,Mechanical engineers,2017,2017,TRUE,TRUE,1246,866.6264666,79808.45586,30637.40712,13,mechanical-engineers,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,350000,Food Preparation & Serving Related Occupations,350000,Food Preparation & Serving Related Occupations,353031,Waiters & waitresses,2017,2017,TRUE,TRUE,28075,4113.328233,25753.01642,3178.765297,253,waiters-waitresses,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,350000,Food Preparation & Serving Related Occupations,350000,Food Preparation & Serving Related Occupations,353022,"Counter attendants, cafeteria, food concession, & coffee shop",2017,2017,TRUE,TRUE,816,701.3238988,14004.22304,8380.328264,8,counter-attendants-cafeteria-food-concession-coffee-shop,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",170000,Architecture & engineering occupations,1721YY,"Miscellaneous engineers, including nuclear engineers",2017,2017,TRUE,TRUE,3740,1501.429905,95634.95187,36358.71576,38,miscellaneous-engineers-including-nuclear-engineers,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,350000,Food Preparation & Serving Related Occupations,350000,Food Preparation & Serving Related Occupations,353021,"Combined food preparation & serving workers, including fast food",2017,2017,TRUE,TRUE,1974,1090.800758,18418.18845,6371.75594,16,combined-food-preparation-serving-workers-including-fast-food,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,350000,Food Preparation & Serving Related Occupations,350000,Food Preparation & Serving Related Occupations,353011,Bartenders,2017,2017,TRUE,TRUE,9319,2369.985642,30734.7518,4544.832099,87,bartenders,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",170000,Architecture & engineering occupations,173010,Drafters,2017,2017,TRUE,TRUE,4242,1599.019849,49650.81,11006.54212,49,drafters,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,350000,Food Preparation & Serving Related Occupations,350000,Food Preparation & Serving Related Occupations,352021,Food preparation workers,2017,2017,TRUE,TRUE,13636,2866.805367,16998.24582,2323.353855,104,food-preparation-workers,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,350000,Food Preparation & Serving Related Occupations,350000,Food Preparation & Serving Related Occupations,352010,Cooks,2017,2017,TRUE,TRUE,6317,1951.28592,25703.26421,6625.356404,69,cooks,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",170000,Architecture & engineering occupations,173020,"Engineering technicians, except drafters",2017,2017,TRUE,TRUE,3225,1394.231457,52288.48124,12198.05694,31,engineering-technicians-except-drafters,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",190000,"Life, physical, & social science occupations",191020,Biological scientists,2017,2017,TRUE,TRUE,675,637.8604175,28952.36148,27443.6926,7,biological-scientists,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,350000,Food Preparation & Serving Related Occupations,350000,Food Preparation & Serving Related Occupations,351012,Firstline supervisors of food preparation & serving workers,2017,2017,TRUE,TRUE,5624,1841.149893,29046.06259,5488.106626,51,firstline-supervisors-of-food-preparation-serving-workers,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,350000,Food Preparation & Serving Related Occupations,350000,Food Preparation & Serving Related Occupations,351011,Chefs & head cooks,2017,2017,TRUE,TRUE,3021,1349.415456,44296.40252,12406.4521,34,chefs-head-cooks,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",190000,"Life, physical, & social science occupations",1910XX,"Medical scientists, & life scientists, all other",2017,2017,TRUE,TRUE,1062,800.0837611,104825.1601,54341.39914,8,medical-scientists-life-scientists-all-other,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,33909X,"Lifeguards & other recreational, & all other protective service workers",2017,2017,TRUE,TRUE,1506,952.7633236,20413.19256,5746.21028,11,lifeguards-other-recreational-all-other-protective-service-workers,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,339093,Transportation security screeners,2017,2017,TRUE,TRUE,337,450.7017182,57728.39169,47001.17577,5,transportation-security-screeners,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,339030,Security guards & gaming surveillance officers,2017,2017,TRUE,TRUE,5523,1824.543244,35225.46442,7591.034955,48,security-guards-gaming-surveillance-officers,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,339021,Private detectives & investigators,2017,2017,TRUE,TRUE,480,537.891488,68093.04583,23746.97281,6,private-detectives-investigators,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",190000,"Life, physical, & social science occupations",192099,Other Physical Scientists,2017,2017,TRUE,TRUE,2713,1278.779505,55187.47365,14902.19621,28,other-physical-scientists,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,333050,Police officers,2017,2017,TRUE,TRUE,3852,1523.744796,61737.23364,11437.2551,42,police-officers,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,333010,"Bailiffs, correctional officers, & jailers",2017,2017,TRUE,TRUE,374,474.7992344,33990.27807,29161.91254,7,bailiffs-correctional-officers-jailers,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",190000,"Life, physical, & social science occupations",193030,Psychologists,2017,2017,TRUE,TRUE,3221,1393.366568,74426.58553,26050.86095,34,psychologists,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,332011,Firefighters,2017,2017,TRUE,TRUE,1146,831.1231568,64054.32461,26381.33112,14,firefighters,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,331099,"Firstline supervisors of protective service workers, all other",2017,2017,TRUE,TRUE,687,643.5052839,35446.07569,18064.6094,5,firstline-supervisors-of-protective-service-workers-all-other,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",190000,"Life, physical, & social science occupations",193051,Urban & regional planners,2017,2017,TRUE,TRUE,831,707.7405007,77098.11312,23944.05241,9,urban-regional-planners,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,331012,Firstline supervisors of police & detectives,2017,2017,TRUE,TRUE,336,450.032526,98630.05357,51051.0301,5,firstline-supervisors-of-police-detectives,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319097,Phlebotomists,2017,2017,TRUE,TRUE,896,734.8986445,30970.9375,8640.43133,7,phlebotomists,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",190000,"Life, physical, & social science occupations",1930XX,"Miscellaneous social scientists, including survey researchers & sociologists",2017,2017,TRUE,TRUE,875,726.235541,72495.89486,39576.71945,8,miscellaneous-social-scientists-including-survey-researchers-sociologists,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319092,Medical assistants,2017,2017,TRUE,TRUE,1391,915.6642929,37026.01869,19137.93588,14,medical-assistants,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319091,Dental assistants,2017,2017,TRUE,TRUE,1409,921.5696929,83038.27963,67793.43731,8,dental-assistants,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",190000,"Life, physical, & social science occupations",1940YY,"Miscellaneous life, physical, & social science technicians, including social science research assistants",2017,2017,TRUE,TRUE,2043,1109.700901,43025.32746,17184.78473,19,miscellaneous-life-physical-social-science-technicians-including-social-science-research-assistants,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319011,Massage therapists,2017,2017,TRUE,TRUE,3311,1412.698493,22283.0444,6838.347843,26,massage-therapists,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,312020,Physical therapist assistants & aides,2017,2017,TRUE,TRUE,817,701.7534976,30355.96818,13729.61119,7,physical-therapist-assistants-aides,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",210000-270000,"Education, legal, community service, arts, & media occupations",210000,Community & Social Service Occupations,211010,Counselors,2017,2017,TRUE,TRUE,14949,3001.641721,50180.52097,5713.446879,134,counselors,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,311010,"Nursing, psychiatric, & home health aides",2017,2017,TRUE,TRUE,5166,1764.592241,28557.71119,5551.648351,50,nursing-psychiatric-home-health-aides,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",290000,Healthcare practitioners & technical occupations,290000,Healthcare practitioners & technical occupations,299000,Other healthcare practitioners & technical Occupations,2017,2017,TRUE,TRUE,653,627.3795948,189361.7887,177112.9399,5,other-healthcare-practitioners-technical-occupations,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",210000-270000,"Education, legal, community service, arts, & media occupations",210000,Community & Social Service Occupations,211020,Social workers,2017,2017,TRUE,TRUE,9065,2337.466184,42818.02625,4950.751499,92,social-workers,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",290000,Healthcare practitioners & technical occupations,290000,Healthcare practitioners & technical occupations,292090,Miscellaneous health technologists & technicians,2017,2017,TRUE,TRUE,887,731.1984543,47342.34047,22438.91974,8,miscellaneous-health-technologists-technicians,Visual & Performing Arts,50,visual-performing-arts
